"Ensembl","GeneName","GSM776959","GSM776960","GSM776961","GSM776962","GSM776963","GSM776964","GSM776965","GSM776966","GSM776971","GSM776972","GSM776973","GSM776974"
"ENSG00000120137","PANK3","186.6","145","169.5","60.9","184.4","187.8","120.8","159.7","107.5","152.4","123.4","152.3"
"ENSG00000081760","AACS","547.8","494.4","420.9","469.6","688.8","803.2","761.1","944.3","559.8","552.6","580.8","776"
"ENSG00000120675","DNAJC15","558.9","1256.2","1816.5","2388.6","1127","2845.1","1641.3","1578.9","1419.7","1107.8","2395.5","1201.6"
"ENSG00000120725","SIL1","357.9","534.9","514.4","495.4","647.6","1037.4","726.4","631.4","939.6","616.7","1429.5","709.5"
"ENSG00000163818","LZTFL1","942.7","644","882.6","762","697.2","720.6","644.3","634.7","617.4","659.4","760.7","593.7"
"ENSG00000118579","MED28","241.2","412.1","579.9","368.4","260.1","586","596.2","286.7","669","403.8","694.2","265"
"ENSG00000145781","COMMD10","224.5","514","367.1","464.6","337.2","485.8","556.2","368.1","429.9","392.7","260.4","430.7"
"ENSG00000078070","MCCC1","645","714.5","472.5","418.5","200.9","348.4","322.4","275.7","361.3","285.3","429.1","260.5"
"ENSG00000103932","RPAP1","14","8.6","46","74.1","66.3","80.5","148.1","68.3","102","124.9","157.4","149.3"
"ENSG00000243725","TTC4","286.7","347","296.3","266.6","254.6","261.5","173.2","250.5","268.8","271.9","217.7","291.9"
"ENSG00000071626","DAZAP1","527.2","363.3","304.6","217.7","360.5","266.8","267.6","503.4","236.6","210.8","452.6","313.3"
"ENSG00000182858","ALG12","71.8","111.7","46.2","135.8","155.6","80.6","39.5","111.5","90.6","164.8","145.7","95.2"
"ENSG00000099284","H2AFY2","413.7","962.8","259.1","398.6","602.4","271.8","205.1","511.7","293","432.4","211.5","387.3"
"ENSG00000262470","TVP23CP2","1308.4","563.4","1226.1","1067.5","1477.6","1324.2","1337.4","1957.4","1747.2","1609.6","1498.6","1419.1"
"ENSG00000175106","TVP23C","1308.4","563.4","1226.1","1067.5","1477.6","1324.2","1337.4","1957.4","1747.2","1609.6","1498.6","1419.1"
"ENSG00000171928","TVP23B","1308.4","563.4","1226.1","1067.5","1477.6","1324.2","1337.4","1957.4","1747.2","1609.6","1498.6","1419.1"
"ENSG00000103121","CMC2","892.7","1507.6","762.2","878.8","880.3","1357.9","1144.5","904.6","1490.4","1213.9","1209.5","1149.5"
"ENSG00000101193","GID8","420.8","958.9","167.4","184.7","161.8","173.2","165.5","307.4","340.9","244.8","127.5","305.6"
"ENSG00000109775","UFSP2","972.2","1182.1","1271.8","1226.1","1312.5","1233.8","1091","1290","717","756","746.2","796.9"
"ENSG00000013583","HEBP1","1517.1","2278.6","2056.3","3613.3","3075.2","3920.2","3485.8","3635.7","4467.5","4376.4","3791.6","4596.6"
"ENSG00000163814","CDCP1","370.1","517","289.5","39.8","154.4","592.6","135","116.9","250","403.2","569.7","195.3"
"ENSG00000138375","SMARCAL1","111.6","142.7","221.9","189.3","344.3","465.8","458.7","309.9","345.9","416.1","349.5","476.8"
"ENSG00000215712","TMEM242","123.7","150","212.7","169.7","131.2","135.2","61.4","114","120.3","133.9","12.8","127.1"
"ENSG00000121316","PLBD1","1059.1","981","1660.6","308.3","221.6","147.3","172.7","136.7","205.6","78.1","59.7","31.5"
"ENSG00000244005","NFS1","265.6","311.9","280.5","248.6","244.5","199.9","333.1","270.2","222.6","287.2","231.5","289.4"
"ENSG00000110888","CAPRIN2","449.1","345.6","420.9","300.4","233.1","441","428.2","264.7","332","349.9","199.3","393.6"
"ENSG00000119772","DNMT3A","88.6","76.3","66.6","70.5","79.9","47.8","33.2","80.3","136.9","114.3","54.8","72.2"
"ENSG00000087338","GMCL1","446","761.3","158.3","108","232","113.8","160","149.3","103.7","115.3","89.4","148.7"
"ENSG00000186283","TOR3A","267.8","421.5","728.9","589.5","337.3","690.2","485.9","323.9","447.4","210.6","381.6","142.5"
"ENSG00000164818","DNAAF5","891.9","837.7","597.5","320.8","747.4","780.8","1043.8","456.4","421","759","416.5","632.8"
"ENSG00000111231","GPN3","937.9","963.4","1150.3","1189.4","880.8","892.1","551.5","839.9","702.8","779.4","642.5","691.3"
"ENSG00000117133","RPF1","2695.5","2397.1","1844.9","1401.4","1979","1780.7","2086.1","1559.7","1688.6","2031.8","1327.7","2145.6"
"ENSG00000172732","MUS81","432.1","411.9","282.7","383.7","600.5","544.7","573.6","701.2","477.9","596.5","855.6","798"
"ENSG00000173065","FAM222B","452.3","411.7","132.5","236.3","182.5","193.6","321.2","326.4","172","238.1","121.6","296.3"
"ENSG00000109133","TMEM33","918.4","540.9","458.4","592.7","1077.9","843.2","600.7","883.9","906.4","1168.2","408.4","935"
"ENSG00000284394","MIR4750","64.4","106.4","84.8","58.3","112.9","71.2","227.2","150.4","144.7","357.6","179.2","265.1"
"ENSG00000104946","TBC1D17","64.4","106.4","84.8","58.3","112.9","71.2","227.2","150.4","144.7","357.6","179.2","265.1"
"ENSG00000128789","PSMG2","4314.3","4923.7","4126.3","3415.2","3695.1","4915.3","4352.2","4085.1","4170.9","5033.1","4890.3","4062"
"ENSG00000282046","GREM1","487.3","67.9","134.6","19.8","14373.9","12921.6","9504.9","14222.7","10811.6","11148.3","19278.6","11514.3"
"ENSG00000166923","GREM1","487.3","67.9","134.6","19.8","14373.9","12921.6","9504.9","14222.7","10811.6","11148.3","19278.6","11514.3"
"ENSG00000276886","AC243948.1","487.3","67.9","134.6","19.8","14373.9","12921.6","9504.9","14222.7","10811.6","11148.3","19278.6","11514.3"
"ENSG00000139131","YARS2","396.9","314","350.1","205.2","298.4","362.9","317.2","519.2","334.2","289.8","443.4","448.3"
"ENSG00000174483","BBS1","538.8","423.7","553.1","555.5","342","404.5","362.2","271.3","404.8","398.3","424.8","325.4"
"ENSG00000256349","AP002748.4","538.8","423.7","553.1","555.5","342","404.5","362.2","271.3","404.8","398.3","424.8","325.4"
"ENSG00000152684","PELO","469.1","721.8","1023.2","543.1","596.5","875.6","969.1","773.7","912.6","762.6","1051.7","763.3"
"ENSG00000130309","COLGALT1","457.1","539","451.7","581.3","751.6","1091","1076.7","782.2","524.9","711.3","826.3","965.1"
"ENSG00000167977","KCTD5","412.4","758.5","410","268.6","669.8","369.9","868.9","777.1","713.1","758","701.2","798.3"
"ENSG00000099899","TRMT2A","65.2","40.6","44.8","6.7","62.4","38.2","97.2","138.3","61.5","106.4","94.8","142"
"ENSG00000130714","POMT1","144.4","99.6","205","191.2","202.7","241.9","272.8","241.4","204.3","213.5","299.3","346.3"
"ENSG00000096092","TMEM14A","3866.9","2252.3","4153.2","3810.9","3859.1","3415.3","3737","4215.2","2673.3","2825.5","2273.7","3884.1"
"ENSG00000033030","ZCCHC8","1496.7","1226.7","1147.4","924","1104.5","940","925.3","751.3","1265.4","829.1","885.4","1014.7"
"ENSG00000132953","XPO4","112.4","136.1","92.9","84.3","69","104.2","111.9","61.1","76.4","59.5","49.2","56.2"
"ENSG00000084693","AGBL5","138.4","163.9","99.4","178.7","168.4","197.1","150.9","239.4","126","146.6","177.6","250.5"
"ENSG00000077348","EXOSC5","214.2","582.4","355.9","212.4","232.7","205.8","148.7","328.3","236.6","230.8","136.9","305.6"
"ENSG00000120533","ENY2","1044.1","1183.5","1659.1","972.9","1718.3","1718.4","1963.4","1406.9","2184.8","2026.8","1939.7","1238.2"
"ENSG00000118096","IFT46","247.5","338.5","298.1","281.1","306.1","224.4","345.9","331.9","387.3","340.8","329.8","391.5"
"ENSG00000185633","NDUFA4L2","89.9","119.2","79.4","88.9","26.6","28.5","47.1","10.1","19.3","8.5","53.6","26.3"
"ENSG00000181830","SLC35C1","35","16.1","80.9","77.1","97.3","65.4","208.2","120.1","114.6","119.9","226.4","126.3"
"ENSG00000172059","KLF11","717.8","420","850.9","576.2","208.9","164.9","331.3","152.7","219.5","288.4","140.5","214.1"
"ENSG00000148218","ALAD","1663.8","1396.4","946.9","761.7","461.9","364.4","348","487.5","493.1","513.4","427.7","406.6"
"ENSG00000070785","EIF2B3","734.6","1534.2","612.9","503.7","713.9","837","643.4","678.6","604.3","639","660.2","823.9"
"ENSG00000089335","ZNF302","700.6","564.3","1458.8","1388.4","579","878.6","454.8","405.6","892.1","766.4","226","393.7"
"ENSG00000151500","THYN1","547","888.7","1571.4","1895.9","471","751.1","568.7","387.7","994.5","707","547.7","482.3"
"ENSG00000184436","THAP7","114","255.1","218.1","297.4","178.4","247.6","240","228.9","415.5","291.7","511.2","239.4"
"ENSG00000161981","SNRNP25","632.5","947.6","1021.5","1016.4","757.7","838.3","1085.7","807","854","926.2","1262.9","1141.1"
"ENSG00000125520","SLC2A4RG","79.8","151.3","144.5","138.1","91.1","121.7","157.5","150.4","181.7","134.9","284.5","287"
"ENSG00000126756","UXT","918.3","1847.2","1660.6","1937.5","1393.2","2675.1","2530.3","1621.6","2149.6","1541.2","2820.3","2107.4"
"ENSG00000171865","RNASEH1","767","624.2","876.2","1152.8","997.5","1233.1","1010.3","924.7","1141","912.7","833.3","816"
"ENSG00000197930","ERO1A","164.6","62.3","128.8","135.5","300.1","93.9","247.6","206.8","165.1","182.3","78.8","198.1"
"ENSG00000134602","STK26","2061.3","1638.8","805.9","358.1","686.5","388.3","357.8","687.6","265.6","327.6","224","284.6"
"ENSG00000130193","THEM6","56","80.3","69.4","87.7","15.9","59","59.3","13.9","75.4","41.8","15.6","84.1"
"ENSG00000163947","ARHGEF3","927.5","709.6","1478.4","688.4","153.8","303.8","131.4","198.1","992.4","655","161.6","112.3"
"ENSG00000104447","TRPS1","5713.7","1862.3","3994.1","5092.3","1594.4","1183.6","1232.3","1484.7","1848","1168.1","1037.3","845.2"
"ENSG00000188352","FOCAD","482.5","604","729.5","564.4","720.5","855.7","507.4","513.1","590.7","627.6","384.1","530.9"
"ENSG00000115042","FAHD2A","320.6","550.6","516.1","494.4","412","634.9","543.6","556.3","400.8","452.8","609.9","627.5"
"ENSG00000144199","FAHD2B","320.6","550.6","516.1","494.4","412","634.9","543.6","556.3","400.8","452.8","609.9","627.5"
"ENSG00000103091","WDR59","712.9","995.9","589.9","446.4","439.1","366.7","481.4","420.1","506.9","603.4","345.6","551.4"
"ENSG00000140632","GLYR1","556","534.6","348.1","284.2","432.1","251.2","511.8","375.1","325.1","390.2","278.2","297.2"
"ENSG00000135245","HILPDA","612.8","576.3","299.3","314.8","277.8","320.1","183.2","244","368.8","246.3","138.8","171.6"
"ENSG00000272886","DCP1A","174","372.8","331.5","279.2","149.1","298.4","461.8","165.8","407.2","175.4","484.1","286"
"ENSG00000105520","PLPPR2","55.9","50.9","66.1","96.9","110.9","91.3","182.4","117.6","98.4","134.4","200.7","169.8"
"ENSG00000154153","RETREG1","127.3","197.7","308.8","683.7","76.8","82.7","36.7","55.7","295.4","123","267.3","37.6"
"ENSG00000263798","AC018521.1","306.1","238.6","249.8","268.9","426.2","280","254.5","407.5","200.9","353.7","377.7","313.7"
"ENSG00000108439","PNPO","306.1","238.6","249.8","268.9","426.2","280","254.5","407.5","200.9","353.7","377.7","313.7"
"ENSG00000138442","WDR12","1154.6","1749.5","747.9","683.1","883.5","1045.1","1056.6","1064.2","1192.2","1564.2","693.4","1103.3"
"ENSG00000198498","TMA16","252.1","140.7","302.9","169.2","304.5","277.4","200.8","314.3","254.2","127.1","296.3","200.5"
"ENSG00000167447","SMG8","567.3","836.4","768.8","544.2","652.7","626.1","576","660.3","660.2","756.4","240.3","587.1"
"ENSG00000159086","PAXBP1","1969.7","1893.6","1226.4","590.6","482.7","522.2","411.1","453.1","689.9","571.9","294.3","471.1"
"ENSG00000104331","IMPAD1","171.2","156.2","241.6","190.7","269.7","219.2","630.1","516.5","321.8","466.3","266.4","388.4"
"ENSG00000077684","JADE1","247.6","269.1","342.1","575.8","848.8","451.6","570.8","640.1","294.7","604.9","472.3","702.6"
"ENSG00000031003","FAM13B","1746.4","1368.7","2388","1941.5","1627.1","1790.6","1299.1","1223.8","1752.5","1901.3","654.6","1508.9"
"ENSG00000138459","SLC35A5","598.7","558.3","795.5","672.1","745","858.1","864.7","609.6","512.1","756.3","544.4","696.7"
"ENSG00000183735","TBK1","1405.5","936.9","769.1","1103.5","1764","714.4","957.5","1950.3","1139.4","1446.5","891.8","1390"
"ENSG00000104343","UBE2W","393","251.4","528.9","358.3","348.1","205.6","179.2","202.6","228.8","272.4","153.5","223.9"
"ENSG00000130479","MAP1S","130.4","19.3","56.6","72.2","118.7","41.9","277.9","175","85.8","135.6","217.7","225.9"
"ENSG00000107902","LHPP","47.6","76.2","79.1","48.4","43.5","43","33.8","67.5","64.3","66.7","45.1","77.5"
"ENSG00000167967","E4F1","275.6","373","484.7","159","165.3","266.5","270.6","218.1","216.5","244.7","174","208"
"ENSG00000166135","HIF1AN","16.3","53.8","10","50","52.8","14.9","9.9","119.6","35.5","76.3","51.5","106.7"
"ENSG00000108961","RANGRF","228.8","306.2","864.6","1040.4","258.7","620.5","482.6","252","594.6","472.5","663.6","373.4"
"ENSG00000137074","APTX","296","460.5","250","246.4","368.9","305.9","296.7","260.8","301.2","359.9","192.7","317.2"
"ENSG00000137075","RNF38","1521.9","1209.6","1967.1","2564.6","1168.2","812.8","966.4","1051.7","877.1","888.5","557.1","793.7"
"ENSG00000167775","CD320","76","134.7","373.1","260.5","265.5","173.9","308.4","357.1","271.9","395","353.3","489.7"
"ENSG00000135723","FHOD1","96.5","153.2","261.7","399","128","394.2","585.9","252.4","265.6","266.7","316.8","274.4"
"ENSG00000172663","TMEM134","607.5","785.4","427.9","497.4","268.9","216.8","428.9","366.7","532.8","373.8","611.1","431.1"
"ENSG00000198276","UCKL1","596.6","446.1","357.9","226.2","389.6","386.9","480.4","387.6","323.4","469.1","329.2","453.2"
"ENSG00000058729","RIOK2","803.5","814.3","360.4","410.5","919.6","751.6","749.2","895.3","900.6","884.8","804.9","752.2"
"ENSG00000124532","MRS2","279.6","221.3","299.5","128.7","150.4","121.6","176.5","153.1","66.4","119.9","78.2","180.6"
"ENSG00000103145","HCFC1R1","13","8.1","32.5","165.9","17.8","55.2","100.9","97.3","114.8","140.4","759.8","95.3"
"ENSG00000178974","FBXO34","650.6","380.8","243.8","225","425.5","207.5","813.1","498.8","407.8","633.1","391.8","601.9"
"ENSG00000157306","ZFHX2-AS1","239.8","180.5","169.9","164.3","309.8","140.1","225","263.5","239.3","513.6","274.8","467.4"
"ENSG00000259431","THTPA","239.8","180.5","169.9","164.3","309.8","140.1","225","263.5","239.3","513.6","274.8","467.4"
"ENSG00000176907","TCIM","593.9","156","419.9","526","79.9","48.2","31.6","1.7","832.8","2.1","508.9","29.6"
"ENSG00000138180","CEP55","784.3","583.1","333.1","102.7","790.4","737.1","639.9","1311.7","19.2","180.3","125.5","789.2"
"ENSG00000059378","PARP12","565.8","622.8","406.4","378.5","412.8","968.7","635.9","561.1","324.7","278.4","583.2","355.7"
"ENSG00000120158","RCL1","393.8","458.7","267.2","217.2","304.5","182.7","276.8","252.8","215.7","275.7","207.7","218.1"
"ENSG00000123106","CCDC91","1631.7","680.3","923.2","725.7","1129.1","1092.1","786.8","960.1","529.2","651.4","360","908.5"
"ENSG00000162817","C1orf115","254.8","144.7","120.2","152.2","2.4","16.4","2.9","4.6","40.3","36.4","47","52.5"
"ENSG00000117682","DHDDS","358.1","255.9","277.2","511","548.9","429.4","466.2","471.8","267.3","429.7","549.1","439"
"ENSG00000164081","TEX264","322.6","284.5","323.9","487.6","309.6","287.3","282.6","388.3","632.2","441.4","442","373.4"
"ENSG00000176623","RMDN1","660.4","795.3","479.9","580.2","1001.5","1440","888.3","896.3","519.4","738.8","931.9","1003.4"
"ENSG00000172731","LRRC20","5.4","67.8","25.6","59.4","66.2","51.2","49.4","30.7","28.1","46.7","38.3","33"
"ENSG00000116691","MIIP","103.8","113.4","62.3","115.6","64.1","112.7","109.8","92.1","15.7","62.2","21.8","70.8"
"ENSG00000121310","ECHDC2","409.9","737.5","532.1","419.5","151.1","158.7","161.3","59.3","136.7","139","104.7","219"
"ENSG00000153885","KCTD15","307.4","240","140","173.9","270.5","275.9","271.5","272.7","183.1","193.8","239.4","432.2"
"ENSG00000116539","ASH1L","63.1","109","60.2","86.1","69.5","65.1","40.5","51.6","19.7","53.1","61.9","50.6"
"ENSG00000176248","ANAPC2","57","85.8","94.9","111.9","49.2","88.3","195.6","76.2","50.1","173.8","152.2","190.6"
"ENSG00000123353","ORMDL2","592.8","1256.6","935.7","661.7","964.5","1140.1","1074","1030.1","937.7","1240","2091.3","1108.2"
"ENSG00000114021","NIT2","1317","1558.7","1296.6","1091.2","1075.9","1155.5","1000","1311.4","1545.1","1144.6","1027.6","1375.8"
"ENSG00000154719","MRPL39","1159.8","1082.4","1141.9","674","953.4","853.2","1186.4","924.8","670","799.8","620","746"
"ENSG00000204103","MAFB","2814","3236.8","1671.9","1565.2","1521.6","1610.3","1160.9","1930.7","4645","4337.5","998.2","856.7"
"ENSG00000081692","JMJD4","146.4","91.5","161.2","138.9","169.3","148.4","122.2","178.4","160.3","187.1","232.6","196"
"ENSG00000214113","LYRM4","538.5","968.3","612.9","561.1","830.4","717.3","620.3","726.4","728.7","713","520.5","748.3"
"ENSG00000204178","MACO1","78.9","223.5","200.6","154.3","176.9","221.8","372.4","222","240.5","222","169.1","196"
"ENSG00000275605","AC012314.8","543.2","629.1","741.2","1512.2","950.8","942.4","1141.2","1194.4","1298.6","1142.8","1910.8","1101.1"
"ENSG00000274359","AC012314.5","543.2","629.1","741.2","1512.2","950.8","942.4","1141.2","1194.4","1298.6","1142.8","1910.8","1101.1"
"ENSG00000276766","AC012314.13","543.2","629.1","741.2","1512.2","950.8","942.4","1141.2","1194.4","1298.6","1142.8","1910.8","1101.1"
"ENSG00000276220","AC012314.11","543.2","629.1","741.2","1512.2","950.8","942.4","1141.2","1194.4","1298.6","1142.8","1910.8","1101.1"
"ENSG00000277722","AC012314.16","543.2","629.1","741.2","1512.2","950.8","942.4","1141.2","1194.4","1298.6","1142.8","1910.8","1101.1"
"ENSG00000170906","NDUFA3","543.2","629.1","741.2","1512.2","950.8","942.4","1141.2","1194.4","1298.6","1142.8","1910.8","1101.1"
"ENSG00000278365","AC012314.18","543.2","629.1","741.2","1512.2","950.8","942.4","1141.2","1194.4","1298.6","1142.8","1910.8","1101.1"
"ENSG00000273642","AC012314.1","543.2","629.1","741.2","1512.2","950.8","942.4","1141.2","1194.4","1298.6","1142.8","1910.8","1101.1"
"ENSG00000276061","NDUFA3","543.2","629.1","741.2","1512.2","950.8","942.4","1141.2","1194.4","1298.6","1142.8","1910.8","1101.1"
"ENSG00000275724","AC012314.9","543.2","629.1","741.2","1512.2","950.8","942.4","1141.2","1194.4","1298.6","1142.8","1910.8","1101.1"
"ENSG00000168411","RFWD3","274.5","166.2","116.8","47.9","70.2","50.2","105.8","111.9","79.1","100","59.1","82.5"
"ENSG00000198917","SPOUT1","181.7","249.8","107.2","161","166.5","163.8","67.8","206.7","169.4","254.1","230.4","185.7"
"ENSG00000110172","CHORDC1","1319.1","916.5","815.9","833.4","1632.1","1362","746.9","1680.7","1281.3","1203.5","516.9","1375.1"
"ENSG00000263606","AP000919.1","1319.1","916.5","815.9","833.4","1632.1","1362","746.9","1680.7","1281.3","1203.5","516.9","1375.1"
"ENSG00000285023","CHORDC1","1319.1","916.5","815.9","833.4","1632.1","1362","746.9","1680.7","1281.3","1203.5","516.9","1375.1"
"ENSG00000254986","DPP3","288.1","259","211.2","132.6","450.4","290.1","394.2","525.3","204.6","566.9","636.7","580.5"
"ENSG00000006530","AGK","607.1","430.2","390.7","547","548.8","439.4","311.9","457.4","448.3","400.4","434.3","516.4"
"ENSG00000262327","AGK","607.1","430.2","390.7","547","548.8","439.4","311.9","457.4","448.3","400.4","434.3","516.4"
"ENSG00000284900","KBTBD4","162.5","216","351","327.2","275.3","287.8","229.4","230.3","211.2","318.8","185.7","239.8"
"ENSG00000123444","KBTBD4","162.5","216","351","327.2","275.3","287.8","229.4","230.3","211.2","318.8","185.7","239.8"
"ENSG00000285296","AL096870.3","2178.4","2407.9","2412","2144.7","2405.8","1560.7","1136.6","2193.3","1210","1708.1","1360.9","2428.8"
"ENSG00000254505","CHMP4A","2178.4","2407.9","2412","2144.7","2405.8","1560.7","1136.6","2193.3","1210","1708.1","1360.9","2428.8"
"ENSG00000285302","CHMP4A","2178.4","2407.9","2412","2144.7","2405.8","1560.7","1136.6","2193.3","1210","1708.1","1360.9","2428.8"
"ENSG00000260669","AL096870.2","2178.4","2407.9","2412","2144.7","2405.8","1560.7","1136.6","2193.3","1210","1708.1","1360.9","2428.8"
"ENSG00000187601","MAGEH1","841.8","644.2","942.8","746.3","746","793.3","673.2","1252.8","1807.4","1054.6","942.8","542.7"
"ENSG00000071282","LMCD1","592","434.1","1112.8","1046.2","941.2","864.1","1051.6","355.9","282.6","340.9","2507.2","521.4"
"ENSG00000153107","ANAPC1","533.6","913.6","427.7","268.1","400.5","375.5","447.8","413.7","275.8","305.8","127.6","409.4"
"ENSG00000204745","AC083899.1","533.6","913.6","427.7","268.1","400.5","375.5","447.8","413.7","275.8","305.8","127.6","409.4"
"ENSG00000081721","DUSP12","417.9","706.4","726.3","405.2","489.5","670.5","673.8","508.4","776.7","847.1","358.4","522.2"
"ENSG00000066557","LRRC40","993.2","752.5","1315.7","717.4","768.5","1028.6","985.8","878.2","849.1","615.3","420.8","740"
"ENSG00000134371","CDC73","737.5","548.2","602","924.8","863.3","1507","941.8","679.5","622","755.6","824.7","781.1"
"ENSG00000101452","DHX35","172.1","224.5","107.3","151.1","94.8","70.8","183.7","85.8","100.6","122.2","76.2","104.8"
"ENSG00000175756","AURKAIP1","561.3","1442.1","1639.6","1442.8","895.4","1546.1","1180.9","1154.6","1534","1105.7","2145.1","1051.9"
"ENSG00000100439","ABHD4","230.4","452.7","247.8","276.9","558.3","307.6","547.3","591","354.1","602.9","497.1","675.4"
"ENSG00000198060","MARCH5","971.2","1104.3","556.1","314.6","1063.9","812.7","1033.8","1019.2","979.1","1006.4","451.5","934.5"
"ENSG00000043093","DCUN1D1","1423.3","917.7","900.3","1089.3","1093.5","886.5","581.4","1255.7","645.6","817","486.8","876.4"
"ENSG00000204852","TCTN1","202","310.6","688","494.4","662","657.1","753.5","549","602.6","479.6","571.4","821.8"
"ENSG00000143476","DTL","845","1134.7","696.9","103.9","404.9","402.1","323.6","315.4","50.4","115.7","43.4","257.1"
"ENSG00000101189","MRGBP","204","222.5","188","148.6","259.4","155.4","250.7","197.6","175.3","241.1","266.9","253.5"
"ENSG00000163389","POGLUT1","379.9","321.5","303.7","341.4","315.2","297.6","381.7","341.6","435.1","474.4","254.3","358.8"
"ENSG00000055147","FAM114A2","245.4","270.9","354.7","241.9","342.1","304.4","426.5","338.7","330.1","465.5","228.7","467"
"ENSG00000139679","LPAR6","5035.2","4620.9","4273.8","3206.8","352.9","349.2","155.9","224.3","389.3","431.4","165.2","399.8"
"ENSG00000107815","TWNK","335.1","320.8","178.5","203.4","150.8","165","78.7","130.9","248.6","166.6","279.7","138.3"
"ENSG00000115761","NOL10","63","35.2","22.5","18.3","59.6","44.9","57.5","53.4","48.3","32.9","53.1","30.2"
"ENSG00000069998","HDHD5","837.2","848.8","619.8","526.8","648.5","536.6","758.2","803.9","562.5","505.7","414.7","383.8"
"ENSG00000106344","RBM28","406.7","650.3","365.9","313.2","388.8","564.6","581.6","444.5","353.3","354.4","315.8","453.6"
"ENSG00000119285","HEATR1","1072.3","988.7","922.6","454.5","881.7","1236.1","827","722.3","815.5","847.2","608.7","740.3"
"ENSG00000107021","TBC1D13","13.6","76","98.4","163.1","140.8","95.7","236.7","115.4","92.8","269.8","23.5","208"
"ENSG00000122873","CISD1","525.6","785.9","363.5","369.5","449.7","581.6","635.4","368.6","469","554.8","589.8","516.2"
"ENSG00000135249","RINT1","641.2","273.2","630.2","215.7","419.4","656.1","518.6","671.8","584.8","420.1","420.5","542"
"ENSG00000285007","REC8","149.4","117.7","155.4","155.4","41.9","110.8","96.8","111.4","22.2","69.2","99.4","6.8"
"ENSG00000100918","REC8","149.4","117.7","155.4","155.4","41.9","110.8","96.8","111.4","22.2","69.2","99.4","6.8"
"ENSG00000136490","LIMD2","12.3","9.5","4.2","79.3","17.7","47.9","40.6","30","63.2","12.7","10.2","6.5"
"ENSG00000106608","URGCP","308.4","685.1","331.9","419","414.2","411.2","579.3","396.3","479.3","605.9","570","644.3"
"ENSG00000147874","HAUS6","111","48.1","87.9","15","32","32.7","78.6","28","30.7","22.3","25.1","30.4"
"ENSG00000235454","HAUS6P3","111","48.1","87.9","15","32","32.7","78.6","28","30.7","22.3","25.1","30.4"
"ENSG00000112406","HECA","1423","2049.8","2004.6","1868.1","1271.1","1435.4","1059.9","1138.3","1484.3","1516.2","1284.9","899.1"
"ENSG00000174106","LEMD3","2657.7","1622.9","1975","1303.5","975.5","786","920.5","1250.1","1406.3","929","501.4","880"
"ENSG00000162851","TFB2M","1279","815.4","1194.3","504.9","1065","1144.2","1394.2","1003.5","1240.5","762.2","984","1163.4"
"ENSG00000153786","ZDHHC7","657.7","1130.3","701","1018.3","1891","1012.7","1952.3","2219.6","1189.1","1727.4","1115.3","2071.3"
"ENSG00000198301","SDAD1","303.6","297.1","71.9","60.7","223.1","162.5","260.9","403.6","152.2","400.2","93.5","558.2"
"ENSG00000159363","ATP13A2","109.8","92.1","53.7","3.4","46.1","38.3","47.8","85.8","14.6","82.2","13.7","96.6"
"ENSG00000164978","NUDT2","204.1","366.4","425.2","447.5","256","278.6","333.5","470.9","340.1","245.6","469.3","227.8"
"ENSG00000103381","CPPED1","119.8","80.7","167.5","195.9","94.3","149.2","79.7","130.1","86.2","86.1","182.9","100.3"
"ENSG00000162783","IER5","1454","1840.3","1676.5","833.3","1487.3","1830.9","2182.1","1804.8","2908","1446","3277.5","1433.4"
"ENSG00000184281","TSSC4","16.6","151.6","130.1","216.3","180.3","94.8","293.6","173.1","318.9","283.3","445.4","203.8"
"ENSG00000174718","KIAA1551","550.3","312.7","931.9","691.8","200.9","355.9","241.9","190.7","404.3","241.4","152.7","209.1"
"ENSG00000176142","TMEM39A","185.2","217","349.2","305","376.1","451.3","588.8","450","812.6","408.1","618.2","398.5"
"ENSG00000138785","INTS12","583.2","641","739.4","634.9","702.2","903.6","736.5","557.1","760.1","764","630.5","707.8"
"ENSG00000043514","TRIT1","603","824.4","469.6","553.5","455.5","357.5","499.5","576.5","388.5","402.5","389.7","412.3"
"ENSG00000075420","FNDC3B","611.9","545","761.8","2398.4","2774","2399.1","3113.8","2248.2","2910.1","2764.3","4165.5","3091.8"
"ENSG00000101945","SUV39H1","192.1","213.4","127.4","111.7","72.7","45.4","49.7","151","25","104.1","36.2","134.3"
"ENSG00000114735","HEMK1","131.6","132.5","140.9","125","238.8","310.6","205.8","236.6","161.6","155.9","255.8","219.3"
"ENSG00000075188","NUP37","1427.7","1461.3","1007.9","807.4","1187","1334","840","1206.7","838.4","941.2","700.7","1060"
"ENSG00000170091","NSG2","4.5","25.2","18.6","3.6","15","14.2","6.1","3","2.8","7.7","4.8","23.3"
"ENSG00000285138","AC016629.3","327.3","407.3","308.1","351.5","426.1","526.1","592.2","380.5","644.7","595","596.1","593.2"
"ENSG00000213753","CENPBD1P1","327.3","407.3","308.1","351.5","426.1","526.1","592.2","380.5","644.7","595","596.1","593.2"
"ENSG00000124785","NRN1","588.6","236.8","1718.7","2169.4","1525.5","330.8","1798.7","1225.7","510","1366","915.6","1876.1"
"ENSG00000184708","EIF4ENIF1","365.2","622.1","540.1","680.7","449.1","444.7","528.5","455.8","496.6","526.7","354","480.1"
